,dt,dt_iso,timezone,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon,month
5977,1504224000,2017-09-01 00:00:00,3600,53.345035,-6.267261,8.39,9999.0,7.33,6.23,8.36,8.56,1022,93,3.6,290,20,801,1,4,3,9
5978,1504227600,2017-09-01 01:00:00,3600,53.345035,-6.267261,7.39,9999.0,7.39,5.31,7.36,7.56,1022,100,3.1,270,20,801,1,4,3,9
5979,1504231200,2017-09-01 02:00:00,3600,53.345035,-6.267261,8.39,9999.0,7.33,6.23,7.53,8.41,1022,93,3.6,260,20,801,1,4,3,9
5980,1504234800,2017-09-01 03:00:00,3600,53.345035,-6.267261,8.39,9999.0,8.39,6.52,7.53,8.41,1023,100,3.1,260,20,801,1,4,3,9
5981,1504238400,2017-09-01 04:00:00,3600,53.345035,-6.267261,8.39,9999.0,7.33,5.98,6.53,8.41,1023,93,4.1,270,20,801,1,4,3,9
5982,1504242000,2017-09-01 05:00:00,3600,53.345035,-6.267261,7.39,9999.0,7.39,5.01,7.36,7.56,1023,100,3.6,280,20,701,2,6,13,9
5983,1504245600,2017-09-01 06:00:00,3600,53.345035,-6.267261,8.39,9999.0,8.39,5.75,6.53,8.41,1024,100,4.6,270,40,701,2,6,8,9
5984,1504249200,2017-09-01 07:00:00,3600,53.345035,-6.267261,9.39,9999.0,8.32,7.21,9.36,9.56,1024,93,4.1,270,40,802,1,3,5,9
5985,1504252800,2017-09-01 08:00:00,3600,53.345035,-6.267261,10.39,9000.0,9.31,9.91,10.36,10.56,1024,93,4.1,270,40,802,1,3,5,9
5986,1504256400,2017-09-01 09:00:00,3600,53.345035,-6.267261,12.39,9999.0,11.29,12.11,12.36,12.56,1025,93,3.6,280,40,802,1,3,5,9
5987,1504260000,2017-09-01 10:00:00,3600,53.345035,-6.267261,13.89,9999.0,11.41,13.55,13.36,14.41,1025,85,4.6,260,40,802,1,3,5,9
5988,1504263600,2017-09-01 11:00:00,3600,53.345035,-6.267261,15.39,9999.0,11.38,15.0,14.53,15.41,1025,77,5.7,300,75,803,1,2,6,9
5989,1504267200,2017-09-01 12:00:00,3600,53.345035,-6.267261,15.39,9999.0,9.3,14.73,15.36,16.56,1025,67,3.6,310,75,803,1,2,6,9
5990,1504270800,2017-09-01 13:00:00,3600,53.345035,-6.267261,17.39,9999.0,10.28,16.83,17.36,17.56,1025,63,4.1,320,75,803,1,2,6,9
5991,1504274400,2017-09-01 14:00:00,3600,53.345035,-6.267261,17.39,9999.0,9.31,16.73,17.36,18.56,1024,59,2.6,310,75,803,1,2,6,9
5992,1504278000,2017-09-01 15:00:00,3600,53.345035,-6.267261,17.46,9999.0,9.87,16.85,17.36,18.34,1024,61,4.1,300,75,803,1,2,6,9
5993,1504281600,2017-09-01 16:00:00,3600,53.345035,-6.267261,17.92,9999.0,9.8,17.31,17.36,18.56,1024,59,3.6,280,75,803,1,2,6,9
5994,1504285200,2017-09-01 17:00:00,3600,53.345035,-6.267261,16.39,9999.0,10.25,15.83,16.36,16.56,1025,67,4.1,290,75,803,1,2,6,9
5995,1504288800,2017-09-01 18:00:00,3600,53.345035,-6.267261,16.39,9999.0,9.34,15.73,16.36,16.56,1024,63,2.6,300,75,803,1,2,6,9
5996,1504292400,2017-09-01 19:00:00,3600,53.345035,-6.267261,13.39,9999.0,9.25,12.77,13.36,14.56,1025,76,1.5,0,40,802,1,3,5,9
5997,1504296000,2017-09-01 20:00:00,3600,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,11.56,1025,87,1.5,250,40,802,1,3,2,9
5998,1504299600,2017-09-01 21:00:00,3600,53.345035,-6.267261,8.39,9999.0,7.33,7.81,8.36,10.56,1025,93,1.5,270,20,801,1,4,3,9
5999,1504303200,2017-09-01 22:00:00,3600,53.345035,-6.267261,8.39,9999.0,7.33,6.84,8.36,9.56,1025,93,2.6,250,20,801,1,4,3,9
6000,1504306800,2017-09-01 23:00:00,3600,53.345035,-6.267261,10.39,9999.0,8.32,9.76,8.53,10.41,1025,87,3.1,250,20,801,1,4,3,9
6001,1504310400,2017-09-02 00:00:00,3600,53.345035,-6.267261,9.39,9999.0,7.34,8.03,9.36,9.56,1025,87,2.6,260,20,801,1,4,3,9
6002,1504314000,2017-09-02 01:00:00,3600,53.345035,-6.267261,9.39,9999.0,7.34,7.72,9.36,9.56,1024,87,3.1,250,20,801,1,4,3,9
6003,1504317600,2017-09-02 02:00:00,3600,53.345035,-6.267261,7.39,9999.0,6.33,5.31,7.36,7.56,1024,93,3.1,250,20,801,1,4,3,9
6004,1504321200,2017-09-02 03:00:00,3600,53.345035,-6.267261,6.39,9999.0,5.34,4.47,6.36,8.56,1023,93,2.6,250,20,801,1,4,3,9
6005,1504324800,2017-09-02 04:00:00,3600,53.345035,-6.267261,8.39,9999.0,7.33,6.84,8.36,9.56,1023,93,2.6,260,20,801,1,4,3,9
6006,1504328400,2017-09-02 05:00:00,3600,53.345035,-6.267261,8.39,9999.0,6.36,7.23,8.36,8.56,1022,87,2.1,240,20,801,1,4,3,9
6007,1504332000,2017-09-02 06:00:00,3600,53.345035,-6.267261,6.39,9999.0,5.34,4.89,6.36,8.56,1022,93,2.1,210,20,801,1,4,4,9
6008,1504335600,2017-09-02 07:00:00,3600,53.345035,-6.267261,10.39,9999.0,9.31,9.91,10.36,11.56,1022,93,2.6,150,20,801,1,4,4,9
6009,1504339200,2017-09-02 08:00:00,3600,53.345035,-6.267261,14.39,9999.0,9.41,13.76,14.36,14.56,1021,72,2.6,130,40,802,1,3,5,9
6010,1504342800,2017-09-02 09:00:00,3600,53.345035,-6.267261,16.39,9999.0,9.34,15.73,16.36,17.56,1021,63,4.1,140,40,802,1,3,5,9
6011,1504346400,2017-09-02 10:00:00,3600,53.345035,-6.267261,17.39,9999.0,11.21,16.93,17.36,17.56,1020,67,5.7,130,20,801,1,4,4,9
6012,1504350000,2017-09-02 11:00:00,3600,53.345035,-6.267261,18.39,9999.0,6.89,17.51,17.53,18.41,1019,47,4.6,160,75,803,1,2,6,9
6013,1504353600,2017-09-02 12:00:00,3600,53.345035,-6.267261,18.39,9999.0,9.47,17.75,17.53,18.41,1019,56,6.7,220,75,803,1,2,6,9
6014,1504357200,2017-09-02 13:00:00,3600,53.345035,-6.267261,18.39,9999.0,9.47,17.75,17.53,18.41,1018,56,6.2,220,75,803,1,2,6,9
6015,1504360800,2017-09-02 14:00:00,3600,53.345035,-6.267261,17.39,9999.0,9.31,16.73,17.36,17.56,1017,59,6.7,200,75,803,1,2,6,9
6016,1504364400,2017-09-02 15:00:00,3600,53.345035,-6.267261,17.39,9999.0,9.31,16.73,17.36,17.56,1016,59,6.2,170,75,803,1,2,6,9
6017,1504368000,2017-09-02 16:00:00,3600,53.345035,-6.267261,17.39,9999.0,9.31,16.73,16.53,17.41,1016,59,5.7,170,75,803,1,2,6,9
6018,1504371600,2017-09-02 17:00:00,3600,53.345035,-6.267261,16.39,9999.0,9.34,15.73,16.36,16.56,1015,63,5.1,160,75,803,1,2,6,9
6019,1504375200,2017-09-02 18:00:00,3600,53.345035,-6.267261,15.39,9999.0,10.37,14.86,15.36,16.56,1014,72,5.7,150,75,803,1,2,6,9
6020,1504378800,2017-09-02 19:00:00,3600,53.345035,-6.267261,15.39,9999.0,10.37,14.86,15.36,15.56,1013,72,4.6,150,75,803,1,2,6,9
6021,1504382400,2017-09-02 20:00:00,3600,53.345035,-6.267261,15.39,9999.0,10.79,14.92,15.36,15.56,1013,74,5.7,150,75,500,0,1,0,9
6022,1504386000,2017-09-02 21:00:00,3600,53.345035,-6.267261,15.39,9999.0,11.19,14.97,14.53,15.41,1012,76,5.7,150,75,500,0,1,0,9
6023,1504389600,2017-09-02 22:00:00,3600,53.345035,-6.267261,14.39,9999.0,11.36,14.03,14.36,14.56,1011,82,6.2,160,75,500,0,1,0,9
6024,1504393200,2017-09-02 23:00:00,3600,53.345035,-6.267261,14.39,9999.0,12.26,14.16,14.36,14.56,1010,87,7.2,160,75,501,0,0,0,9
