,dt,dt_iso,timezone,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon,month
2226,1491004800,2017-04-01 00:00:00,3600,53.345035,-6.267261,8.39,9999.0,6.36,7.23,8.36,9.56,1002,87,2.1,130,75,803,1,2,1,4
2227,1491008400,2017-04-01 01:00:00,3600,53.345035,-6.267261,6.39,9999.0,5.34,6.39,6.36,6.56,1002,93,0.0,0,75,803,1,2,1,4
2228,1491012000,2017-04-01 02:00:00,3600,53.345035,-6.267261,6.39,9999.0,5.34,4.89,6.36,6.56,1003,93,2.1,290,75,803,1,2,1,4
2229,1491015600,2017-04-01 03:00:00,3600,53.345035,-6.267261,6.39,9999.0,5.34,4.89,5.53,6.41,1003,93,2.1,270,40,802,1,3,2,4
2230,1491019200,2017-04-01 04:00:00,3600,53.345035,-6.267261,6.39,9999.0,5.34,4.11,6.36,7.56,1003,93,3.1,250,40,802,1,3,2,4
2231,1491022800,2017-04-01 05:00:00,3600,53.345035,-6.267261,7.39,9999.0,6.33,4.5,7.36,7.56,1004,93,4.6,260,75,803,1,2,1,4
2232,1491026400,2017-04-01 06:00:00,3600,53.345035,-6.267261,5.39,9999.0,5.39,2.02,5.36,7.56,1004,100,4.6,260,75,803,1,2,6,4
2233,1491030000,2017-04-01 07:00:00,3600,53.345035,-6.267261,7.39,9999.0,6.33,4.5,7.36,7.56,1005,93,4.6,270,75,803,1,2,6,4
2234,1491033600,2017-04-01 08:00:00,3600,53.345035,-6.267261,7.39,9999.0,7.39,4.5,7.36,8.56,1006,100,4.6,280,75,701,2,6,8,4
2235,1491033600,2017-04-01 08:00:00,3600,53.345035,-6.267261,7.39,9999.0,7.39,4.5,7.36,8.56,1006,100,4.6,280,75,300,3,7,9,4
2236,1491037200,2017-04-01 09:00:00,3600,53.345035,-6.267261,9.39,9999.0,8.32,6.4,8.53,9.41,1007,93,6.2,280,75,300,3,7,9,4
2237,1491040800,2017-04-01 10:00:00,3600,53.345035,-6.267261,11.39,9999.0,8.43,10.73,10.53,11.41,1008,82,5.7,290,75,803,1,2,6,4
2238,1491044400,2017-04-01 11:00:00,3600,53.345035,-6.267261,12.39,9999.0,7.29,11.54,12.36,12.56,1008,71,6.7,310,40,500,0,1,10,4
2239,1491048000,2017-04-01 12:00:00,3600,53.345035,-6.267261,10.39,8000.0,9.31,9.91,10.36,11.56,1009,93,7.2,290,75,520,0,5,9,4
2240,1491051600,2017-04-01 13:00:00,3600,53.345035,-6.267261,11.39,9999.0,8.25,10.7,11.36,12.56,1010,81,6.7,290,40,520,0,5,9,4
2241,1491055200,2017-04-01 14:00:00,3600,53.345035,-6.267261,11.39,9999.0,8.25,10.7,11.36,12.56,1010,81,6.7,320,40,500,0,1,10,4
2242,1491058800,2017-04-01 15:00:00,3600,53.345035,-6.267261,10.39,9999.0,7.27,9.6,10.36,12.56,1011,81,8.2,330,40,520,0,5,9,4
2243,1491062400,2017-04-01 16:00:00,3600,53.345035,-6.267261,11.39,9999.0,8.25,10.7,11.36,12.56,1012,81,6.7,340,40,500,0,1,10,4
2244,1491066000,2017-04-01 17:00:00,3600,53.345035,-6.267261,11.39,9999.0,6.33,10.44,11.36,11.56,1013,71,7.2,320,75,500,0,1,10,4
2245,1491069600,2017-04-01 18:00:00,3600,53.345035,-6.267261,11.39,9999.0,5.27,10.31,11.36,11.56,1013,66,5.7,320,75,803,1,2,6,4
2246,1491073200,2017-04-01 19:00:00,3600,53.345035,-6.267261,8.39,9999.0,4.22,5.54,8.36,10.56,1015,75,5.1,310,20,801,1,4,3,4
2247,1491076800,2017-04-01 20:00:00,3600,53.345035,-6.267261,7.39,9999.0,4.35,4.74,7.36,9.56,1016,81,4.1,290,20,801,1,4,3,4
2248,1491080400,2017-04-01 21:00:00,3600,53.345035,-6.267261,6.39,9999.0,4.22,3.51,6.36,8.56,1017,86,4.1,300,20,801,1,4,3,4
2249,1491084000,2017-04-01 22:00:00,3600,53.345035,-6.267261,5.39,9999.0,4.35,2.02,5.36,5.56,1017,93,4.6,290,20,801,1,4,3,4
2250,1491087600,2017-04-01 23:00:00,3600,53.345035,-6.267261,5.39,9999.0,4.35,3.28,4.53,5.41,1018,93,2.6,280,20,801,1,4,3,4
2251,1491091200,2017-04-02 00:00:00,3600,53.345035,-6.267261,5.39,9999.0,4.35,2.57,4.53,5.41,1019,93,3.6,280,20,801,1,4,3,4
2252,1491094800,2017-04-02 01:00:00,3600,53.345035,-6.267261,4.0,9999.0,2.97,0.57,3.53,4.94,1019,93,4.1,270,20,801,1,4,3,4
2253,1491098400,2017-04-02 02:00:00,3600,53.345035,-6.267261,4.0,9999.0,3.42,0.29,3.53,4.41,1019,96,4.6,280,20,801,1,4,3,4
2254,1491102000,2017-04-02 03:00:00,3600,53.345035,-6.267261,4.0,9999.0,3.42,0.57,3.53,4.41,1020,96,4.1,280,20,801,1,4,3,4
2255,1491105600,2017-04-02 04:00:00,3600,53.345035,-6.267261,3.39,9999.0,3.39,0.9,2.53,3.41,1020,100,2.6,270,20,801,1,4,3,4
2256,1491109200,2017-04-02 05:00:00,3600,53.345035,-6.267261,2.39,9999.0,2.39,-1.71,1.53,2.41,1020,100,4.6,270,20,801,1,4,3,4
2257,1491112800,2017-04-02 06:00:00,3600,53.345035,-6.267261,2.39,9999.0,2.39,-0.71,2.36,2.56,1021,100,3.1,260,20,801,1,4,4,4
2258,1491116400,2017-04-02 07:00:00,3600,53.345035,-6.267261,4.39,9999.0,4.39,0.53,4.36,4.56,1022,100,5.1,250,20,801,1,4,4,4
2259,1491120000,2017-04-02 08:00:00,3600,53.345035,-6.267261,7.39,9999.0,5.37,4.74,7.36,7.56,1022,87,4.1,240,20,801,1,4,4,4
2260,1491123600,2017-04-02 09:00:00,3600,53.345035,-6.267261,8.39,9999.0,6.36,6.23,8.36,8.56,1023,87,3.6,240,20,801,1,4,4,4
2261,1491127200,2017-04-02 10:00:00,3600,53.345035,-6.267261,10.39,9999.0,6.35,9.47,10.36,10.56,1023,76,3.1,250,20,801,1,4,4,4
2262,1491130800,2017-04-02 11:00:00,3600,53.345035,-6.267261,11.39,9999.0,4.15,10.18,11.36,11.56,1023,61,3.1,220,40,802,1,3,5,4
2263,1491134400,2017-04-02 12:00:00,3600,53.345035,-6.267261,11.39,9999.0,4.38,10.2,11.36,12.56,1023,62,5.1,140,75,803,1,2,6,4
2264,1491138000,2017-04-02 13:00:00,3600,53.345035,-6.267261,12.39,9999.0,5.32,11.3,12.36,13.56,1022,62,6.7,140,75,803,1,2,6,4
2265,1491141600,2017-04-02 14:00:00,3600,53.345035,-6.267261,12.39,9999.0,5.32,11.3,12.36,14.56,1022,62,6.2,140,75,803,1,2,6,4
2266,1491145200,2017-04-02 15:00:00,3600,53.345035,-6.267261,13.39,9999.0,5.3,12.3,13.36,13.56,1022,58,6.2,130,75,803,1,2,6,4
2267,1491148800,2017-04-02 16:00:00,3600,53.345035,-6.267261,14.39,9999.0,4.39,13.22,13.53,14.41,1022,51,6.2,130,75,803,1,2,6,4
2268,1491152400,2017-04-02 17:00:00,3600,53.345035,-6.267261,13.39,9999.0,4.28,12.19,12.53,13.41,1022,54,3.6,160,75,803,1,2,6,4
2269,1491156000,2017-04-02 18:00:00,3600,53.345035,-6.267261,12.39,9999.0,5.32,11.3,10.53,12.41,1022,62,5.7,230,75,803,1,2,6,4
2270,1491159600,2017-04-02 19:00:00,3600,53.345035,-6.267261,10.39,9999.0,4.32,9.21,8.53,10.41,1022,66,4.1,220,75,803,1,2,6,4
2271,1491163200,2017-04-02 20:00:00,3600,53.345035,-6.267261,9.39,10000.0,4.4,7.72,8.53,9.41,1022,71,3.1,190,0,800,5,11,12,4
2272,1491166800,2017-04-02 21:00:00,3600,53.345035,-6.267261,7.39,10000.0,4.35,5.31,7.36,7.56,1022,81,3.1,160,0,800,5,11,12,4
2273,1491170400,2017-04-02 22:00:00,3600,53.345035,-6.267261,8.39,10000.0,3.44,7.23,8.36,8.56,1022,71,2.1,200,0,800,5,11,12,4
2274,1491174000,2017-04-02 23:00:00,3600,53.345035,-6.267261,8.39,10000.0,3.44,7.23,8.36,8.56,1021,71,2.1,160,0,800,5,11,12,4
2275,1491177600,2017-04-03 00:00:00,3600,53.345035,-6.267261,4.39,10000.0,2.26,2.55,4.36,8.56,1021,86,2.1,140,0,800,5,11,12,4
2276,1491181200,2017-04-03 01:00:00,3600,53.345035,-6.267261,3.39,10000.0,2.37,3.39,3.36,8.56,1021,93,1.0,0,0,800,5,11,12,4
2277,1491184800,2017-04-03 02:00:00,3600,53.345035,-6.267261,5.39,10000.0,3.24,3.28,5.36,8.56,1020,86,2.6,160,0,800,5,11,12,4
2278,1491188400,2017-04-03 03:00:00,3600,53.345035,-6.267261,5.39,10000.0,1.32,2.57,5.36,8.56,1019,75,3.6,160,0,800,5,11,12,4
2279,1491192000,2017-04-03 04:00:00,3600,53.345035,-6.267261,8.39,10000.0,4.41,7.23,8.36,8.56,1019,76,2.1,170,0,800,5,11,12,4
2280,1491195600,2017-04-03 05:00:00,3600,53.345035,-6.267261,9.39,10000.0,4.4,8.03,9.36,9.56,1018,71,2.6,170,0,800,5,11,12,4
2281,1491199200,2017-04-03 06:00:00,3600,53.345035,-6.267261,8.39,9999.0,4.22,5.31,8.36,9.56,1018,75,5.7,210,40,802,1,3,5,4
2282,1491202800,2017-04-03 07:00:00,3600,53.345035,-6.267261,9.39,9999.0,5.38,6.99,9.36,9.56,1018,76,4.6,170,75,803,1,2,6,4
2283,1491206400,2017-04-03 08:00:00,3600,53.345035,-6.267261,11.39,9999.0,5.27,10.31,10.53,11.41,1018,66,2.6,170,75,803,1,2,6,4
2284,1491210000,2017-04-03 09:00:00,3600,53.345035,-6.267261,11.39,9999.0,5.27,10.31,10.53,11.41,1017,66,6.2,190,75,803,1,2,6,4
2285,1491213600,2017-04-03 10:00:00,3600,53.345035,-6.267261,11.39,9999.0,6.33,10.44,11.36,11.56,1017,71,7.2,180,75,803,1,2,6,4
2286,1491217200,2017-04-03 11:00:00,3600,53.345035,-6.267261,12.39,9999.0,6.44,11.43,12.36,12.56,1017,67,7.2,200,75,803,1,2,6,4
2287,1491220800,2017-04-03 12:00:00,3600,53.345035,-6.267261,12.39,9999.0,7.29,11.54,12.36,12.56,1016,71,8.2,200,75,803,1,2,6,4
2288,1491224400,2017-04-03 13:00:00,3600,53.345035,-6.267261,12.39,9999.0,8.28,11.67,12.36,12.56,1016,76,8.8,200,75,500,0,1,10,4
2289,1491228000,2017-04-03 14:00:00,3600,53.345035,-6.267261,13.39,9999.0,8.45,12.66,12.53,13.41,1015,72,10.8,190,75,500,0,1,10,4
2290,1491231600,2017-04-03 15:00:00,3600,53.345035,-6.267261,12.39,9999.0,8.28,11.67,12.36,12.56,1015,76,9.8,190,75,500,0,1,10,4
2291,1491235200,2017-04-03 16:00:00,3600,53.345035,-6.267261,12.39,9999.0,9.41,11.83,12.36,12.56,1015,82,8.2,200,75,500,0,1,10,4
2292,1491238800,2017-04-03 17:00:00,3600,53.345035,-6.267261,12.39,9999.0,9.41,11.83,12.36,12.56,1015,82,6.7,210,75,803,1,2,6,4
2293,1491242400,2017-04-03 18:00:00,3600,53.345035,-6.267261,12.39,9999.0,9.23,11.8,12.36,12.56,1015,81,6.7,200,40,802,1,3,5,4
2294,1491246000,2017-04-03 19:00:00,3600,53.345035,-6.267261,12.39,9999.0,9.23,11.8,12.36,12.56,1015,81,5.7,210,40,500,0,1,10,4
2295,1491249600,2017-04-03 20:00:00,3600,53.345035,-6.267261,12.39,9999.0,9.41,11.83,12.36,12.56,1016,82,5.7,210,75,500,0,1,0,4
2296,1491253200,2017-04-03 21:00:00,3600,53.345035,-6.267261,12.39,9999.0,9.41,11.83,11.53,12.41,1017,82,4.1,220,75,500,0,1,0,4
2297,1491256800,2017-04-03 22:00:00,3600,53.345035,-6.267261,10.39,9999.0,9.31,9.91,10.36,10.56,1018,93,7.2,250,75,803,1,2,1,4
2298,1491260400,2017-04-03 23:00:00,3600,53.345035,-6.267261,10.39,9999.0,8.32,9.76,9.53,10.41,1019,87,7.2,260,75,803,1,2,1,4
2299,1491264000,2017-04-04 00:00:00,3600,53.345035,-6.267261,10.39,9999.0,8.32,9.76,9.53,10.41,1020,87,6.2,270,75,803,1,2,1,4
2300,1491267600,2017-04-04 01:00:00,3600,53.345035,-6.267261,10.39,9999.0,9.31,9.91,9.53,10.41,1021,93,4.6,280,75,300,3,7,7,4
2301,1491271200,2017-04-04 02:00:00,3600,53.345035,-6.267261,8.83,10000.0,7.12,5.44,8.31,9.56,1023,89,7.0,300,40,300,3,7,7,4
2302,1491274800,2017-04-04 03:00:00,3600,53.345035,-6.267261,8.39,9999.0,6.36,5.13,8.36,8.56,1024,87,6.2,310,75,500,0,1,0,4
2303,1491278400,2017-04-04 04:00:00,3600,53.345035,-6.267261,7.39,9999.0,4.35,4.28,7.36,8.56,1025,81,5.1,310,75,803,1,2,1,4
2304,1491282000,2017-04-04 05:00:00,3600,53.345035,-6.267261,7.39,9999.0,3.44,4.28,7.36,7.56,1026,76,5.1,310,75,803,1,2,1,4
2305,1491285600,2017-04-04 06:00:00,3600,53.345035,-6.267261,6.39,9999.0,2.29,3.26,6.36,7.56,1027,75,4.6,300,75,803,1,2,6,4
2306,1491289200,2017-04-04 07:00:00,3600,53.345035,-6.267261,6.39,9999.0,2.29,3.79,6.36,7.56,1028,75,3.6,280,75,803,1,2,6,4
2307,1491292800,2017-04-04 08:00:00,3600,53.345035,-6.267261,8.39,9999.0,4.22,5.31,8.36,8.56,1029,75,5.7,290,20,801,1,4,4,4
2308,1491296400,2017-04-04 09:00:00,3600,53.345035,-6.267261,9.39,9999.0,3.37,6.1,9.36,9.56,1029,66,7.2,300,20,801,1,4,4,4
2309,1491300000,2017-04-04 10:00:00,3600,53.345035,-6.267261,9.39,9999.0,4.2,6.4,9.36,9.56,1030,70,6.2,300,75,803,1,2,6,4
2310,1491303600,2017-04-04 11:00:00,3600,53.345035,-6.267261,10.39,9999.0,3.2,9.08,9.53,11.56,1031,61,5.7,300,75,803,1,2,6,4
2311,1491307200,2017-04-04 12:00:00,3600,53.345035,-6.267261,10.39,9999.0,4.32,9.21,10.36,10.56,1031,66,5.7,300,75,803,1,2,6,4
2312,1491310800,2017-04-04 13:00:00,3600,53.345035,-6.267261,11.39,9999.0,4.15,10.18,10.53,11.41,1031,61,7.7,290,75,803,1,2,6,4
2313,1491314400,2017-04-04 14:00:00,3600,53.345035,-6.267261,11.39,9999.0,5.27,10.31,11.36,11.56,1031,66,5.7,300,75,803,1,2,6,4
2314,1491318000,2017-04-04 15:00:00,3600,53.345035,-6.267261,11.39,9999.0,4.15,10.18,11.36,11.56,1031,61,6.2,300,75,803,1,2,6,4
2315,1491321600,2017-04-04 16:00:00,3600,53.345035,-6.267261,11.39,9999.0,4.15,10.18,11.36,11.56,1031,61,4.6,310,75,803,1,2,6,4
2316,1491325200,2017-04-04 17:00:00,3600,53.345035,-6.267261,11.39,9999.0,3.67,10.13,11.36,11.56,1031,59,6.2,300,75,803,1,2,6,4
2317,1491328800,2017-04-04 18:00:00,3600,53.345035,-6.267261,10.39,9999.0,4.32,9.21,10.36,11.56,1032,66,4.6,310,75,803,1,2,6,4
2318,1491332400,2017-04-04 19:00:00,3600,53.345035,-6.267261,10.39,9999.0,4.32,9.21,10.36,10.56,1032,66,3.6,300,75,803,1,2,6,4
2319,1491336000,2017-04-04 20:00:00,3600,53.345035,-6.267261,9.39,9999.0,3.37,7.21,9.36,9.56,1033,66,4.1,310,75,803,1,2,1,4
2320,1491339600,2017-04-04 21:00:00,3600,53.345035,-6.267261,9.39,9999.0,3.37,7.45,9.36,9.56,1034,66,3.6,310,75,803,1,2,1,4
2321,1491343200,2017-04-04 22:00:00,3600,53.345035,-6.267261,8.39,9999.0,3.24,5.98,8.36,9.56,1034,70,4.1,310,75,803,1,2,1,4
2322,1491346800,2017-04-04 23:00:00,3600,53.345035,-6.267261,8.39,9999.0,2.83,5.75,8.36,9.56,1034,68,4.6,300,75,803,1,2,1,4
2323,1491350400,2017-04-05 00:00:00,3600,53.345035,-6.267261,8.39,9999.0,2.41,5.54,8.36,8.56,1034,66,5.1,310,75,803,1,2,1,4
2324,1491354000,2017-04-05 01:00:00,3600,53.345035,-6.267261,7.88,9999.0,3.35,5.9,7.41,8.56,1033,73,3.1,280,75,803,1,2,1,4
2325,1491357600,2017-04-05 02:00:00,3600,53.345035,-6.267261,7.39,9999.0,3.26,4.74,7.36,7.56,1033,75,4.1,270,75,803,1,2,1,4
2326,1491361200,2017-04-05 03:00:00,3600,53.345035,-6.267261,7.39,9999.0,3.26,5.31,7.36,7.56,1033,75,3.1,280,75,803,1,2,1,4
2327,1491364800,2017-04-05 04:00:00,3600,53.345035,-6.267261,7.39,9999.0,3.26,4.74,7.36,7.56,1033,75,4.1,280,75,803,1,2,1,4
2328,1491368400,2017-04-05 05:00:00,3600,53.345035,-6.267261,7.39,9999.0,3.26,4.5,7.36,7.56,1033,75,4.6,270,75,803,1,2,1,4
2329,1491372000,2017-04-05 06:00:00,3600,53.345035,-6.267261,7.39,9999.0,3.26,4.5,7.36,8.56,1033,75,4.6,280,75,803,1,2,6,4
2330,1491375600,2017-04-05 07:00:00,3600,53.345035,-6.267261,8.39,9999.0,3.44,5.75,7.53,8.41,1034,71,4.6,290,75,803,1,2,6,4
2331,1491379200,2017-04-05 08:00:00,3600,53.345035,-6.267261,8.39,9999.0,5.32,5.75,8.36,8.56,1034,81,4.6,290,75,803,1,2,6,4
2332,1491382800,2017-04-05 09:00:00,3600,53.345035,-6.267261,9.39,9999.0,5.19,7.21,9.36,9.56,1035,75,4.1,280,75,803,1,2,6,4
2333,1491386400,2017-04-05 10:00:00,3600,53.345035,-6.267261,9.39,9999.0,6.3,6.4,9.36,9.56,1034,81,6.2,280,75,803,1,2,6,4
2334,1491390000,2017-04-05 11:00:00,3600,53.345035,-6.267261,9.39,9999.0,6.3,6.79,9.36,10.56,1035,81,5.1,300,75,803,1,2,6,4
2335,1491393600,2017-04-05 12:00:00,3600,53.345035,-6.267261,10.39,9999.0,5.37,9.34,10.36,10.56,1035,71,4.6,310,75,803,1,2,6,4
2336,1491397200,2017-04-05 13:00:00,3600,53.345035,-6.267261,10.39,9999.0,5.37,9.34,10.36,11.56,1034,71,4.1,310,75,803,1,2,6,4
2337,1491400800,2017-04-05 14:00:00,3600,53.345035,-6.267261,10.39,9999.0,5.37,9.34,10.36,10.56,1034,71,4.6,310,75,803,1,2,6,4
2338,1491404400,2017-04-05 15:00:00,3600,53.345035,-6.267261,11.39,9999.0,6.33,10.44,10.53,11.41,1034,71,5.1,300,75,803,1,2,6,4
2339,1491408000,2017-04-05 16:00:00,3600,53.345035,-6.267261,10.39,9999.0,6.35,9.47,10.36,11.56,1034,76,3.6,290,75,803,1,2,6,4
2340,1491411600,2017-04-05 17:00:00,3600,53.345035,-6.267261,11.0,9999.0,6.35,10.06,10.53,11.41,1034,73,3.6,310,75,803,1,2,6,4
2341,1491415200,2017-04-05 18:00:00,3600,53.345035,-6.267261,10.46,9999.0,6.42,9.55,10.36,10.84,1034,76,3.1,290,75,803,1,2,6,4
2342,1491418800,2017-04-05 19:00:00,3600,53.345035,-6.267261,9.46,9999.0,6.37,7.53,9.36,10.34,1034,81,3.6,280,75,803,1,2,6,4
