dt,dt_iso,timezone,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon,month
1517850000,2018-02-05 17:00:00,0,53.345035,-6.267261,1.39,9999.0,-3.25,-0.95,1.36,3.56,1025,69,2.1,130,40,802,1,3,5,02
1517853600,2018-02-05 18:00:00,0,53.345035,-6.267261,-0.61,9999.0,-4.2,-4.32,-0.64,2.56,1025,74,3.1,90,40,802,1,3,2,02
1517857200,2018-02-05 19:00:00,0,53.345035,-6.267261,-1.61,9999.0,-4.41,-4.46,-1.64,0.56,1025,79,2.1,140,40,802,1,3,2,02
1517860800,2018-02-05 20:00:00,0,53.345035,-6.267261,-0.61,9999.0,-3.28,-2.45,-0.64,0.56,1024,80,1.5,220,75,803,1,2,1,02
1517864400,2018-02-05 21:00:00,0,53.345035,-6.267261,0.38,9999.0,-1.49,-1.32,-0.64,2.34,1024,86,1.5,0,75,803,1,2,1,02
1517868000,2018-02-05 22:00:00,0,53.345035,-6.267261,1.0,9999.0,-0.53,-3.12,0.53,1.44,1023,89,4.1,250,75,600,4,23,11,02
1517868000,2018-02-05 22:00:00,0,53.345035,-6.267261,1.0,9999.0,-0.53,-3.12,0.53,1.44,1023,89,4.1,250,75,500,0,1,0,02
1517871600,2018-02-05 23:00:00,0,53.345035,-6.267261,0.46,5000.0,-0.6,-3.43,0.36,1.44,1023,92,3.6,260,75,600,4,23,11,02
1517875200,2018-02-06 00:00:00,0,53.345035,-6.267261,0.46,4500.0,-0.6,-3.43,0.34,0.56,1023,92,3.6,270,75,601,4,24,11,02
1517878800,2018-02-06 01:00:00,0,53.345035,-6.267261,0.0,6000.0,-0.49,-3.12,-0.47,0.41,1023,96,2.6,260,75,601,4,24,11,02
1517882400,2018-02-06 02:00:00,0,53.345035,-6.267261,0.46,7000.0,-0.6,-3.03,0.24,0.56,1022,92,3.1,250,75,601,4,24,11,02
1517886000,2018-02-06 03:00:00,0,53.345035,-6.267261,0.39,6000.0,-0.54,-3.87,0.36,0.56,1021,93,4.1,270,75,600,4,23,11,02
1517889600,2018-02-06 04:00:00,0,53.345035,-6.267261,0.39,8000.0,0.39,-4.81,0.36,0.56,1021,100,5.7,270,75,600,4,23,11,02
1517893200,2018-02-06 05:00:00,0,53.345035,-6.267261,0.39,9999.0,0.39,-4.81,0.36,0.56,1020,100,5.7,290,75,600,4,23,11,02
1517896800,2018-02-06 06:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,-3.23,1.36,1.56,1020,93,5.1,310,75,803,1,2,1,02
1517900400,2018-02-06 07:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,-2.95,1.36,1.56,1021,93,4.6,310,75,803,1,2,1,02
1517904000,2018-02-06 08:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-3.54,1.36,1.56,1021,86,5.7,310,75,803,1,2,1,02
1517907600,2018-02-06 09:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-3.87,0.36,0.56,1022,86,4.1,300,40,802,1,3,5,02
1517911200,2018-02-06 10:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-2.95,1.36,1.56,1022,86,4.6,310,40,802,1,3,5,02
1517914800,2018-02-06 11:00:00,0,53.345035,-6.267261,2.39,9999.0,-1.4,-2.92,2.36,2.56,1022,75,7.2,320,40,802,1,3,5,02
1517918400,2018-02-06 12:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-3.11,2.36,2.56,1022,80,7.7,330,20,801,1,4,4,02
1517922000,2018-02-06 13:00:00,0,53.345035,-6.267261,3.39,9999.0,-0.7,-2.34,3.36,3.56,1022,74,9.3,330,20,801,1,4,4,02
1517925600,2018-02-06 14:00:00,0,53.345035,-6.267261,3.39,9999.0,-1.55,-2.63,3.36,3.56,1022,69,10.3,330,40,802,1,3,5,02
1517929200,2018-02-06 15:00:00,0,53.345035,-6.267261,3.39,9999.0,-1.55,-1.99,3.36,3.56,1023,69,8.2,330,20,801,1,4,4,02
1517932800,2018-02-06 16:00:00,0,53.345035,-6.267261,3.39,9999.0,-1.55,-1.99,3.36,3.56,1023,69,8.2,340,20,500,0,1,10,02
1517936400,2018-02-06 17:00:00,0,53.345035,-6.267261,2.39,9999.0,-2.39,-2.51,2.36,3.56,1023,69,6.2,330,20,801,1,4,4,02
1517940000,2018-02-06 18:00:00,0,53.345035,-6.267261,0.39,9999.0,-2.34,-3.12,-0.47,0.41,1024,80,3.1,310,20,801,1,4,3,02
1517943600,2018-02-06 19:00:00,0,53.345035,-6.267261,0.39,9999.0,-2.34,-4.19,0.36,0.56,1024,80,4.6,290,20,801,1,4,3,02
1517947200,2018-02-06 20:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-4.49,-0.47,0.41,1024,86,5.1,300,20,801,1,4,3,02
1517950800,2018-02-06 21:00:00,0,53.345035,-6.267261,-0.61,9999.0,-1.61,-5.44,-0.64,-0.44,1024,92,4.6,300,20,801,1,4,3,02
1517954400,2018-02-06 22:00:00,0,53.345035,-6.267261,-0.61,9999.0,-1.48,-6.56,-1.47,-0.59,1024,93,6.7,290,20,801,1,4,3,02
1517958000,2018-02-06 23:00:00,0,53.345035,-6.267261,-0.61,9999.0,-1.61,-6.07,-0.64,-0.44,1024,92,5.7,280,20,801,1,4,3,02
1517961600,2018-02-07 00:00:00,0,53.345035,-6.267261,-1.61,9999.0,-1.61,-7.33,-1.64,-1.44,1024,100,5.7,290,20,801,1,4,3,02
1517965200,2018-02-07 01:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.61,-5.53,-1.64,-0.44,1024,92,3.1,220,20,801,1,4,3,02
1517968800,2018-02-07 02:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.61,-5.95,-1.64,-0.44,1024,92,3.6,300,20,801,1,4,3,02
1517972400,2018-02-07 03:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.61,-6.33,-1.64,-0.44,1024,92,4.1,300,20,801,1,4,3,02
1517976000,2018-02-07 04:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.61,-6.33,-1.64,-1.44,1024,92,4.1,280,20,801,1,4,3,02
1517979600,2018-02-07 05:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.61,-6.33,-2.47,-1.59,1023,92,4.1,280,20,801,1,4,3,02
1517983200,2018-02-07 06:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.48,-6.99,-2.47,-1.59,1023,93,5.1,270,20,801,1,4,3,02
1517986800,2018-02-07 07:00:00,0,53.345035,-6.267261,-1.61,9999.0,-2.48,-6.99,-1.64,-1.44,1023,93,5.1,270,20,801,1,4,3,02
1517990400,2018-02-07 08:00:00,0,53.345035,-6.267261,-1.61,9999.0,-1.61,-6.33,-1.64,-0.44,1023,100,4.1,250,40,802,1,3,5,02
1517994000,2018-02-07 09:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-4.49,0.36,0.56,1024,92,5.1,250,75,803,1,2,6,02
1517997600,2018-02-07 10:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-4.81,0.36,1.56,1023,92,5.7,250,75,803,1,2,6,02
1518001200,2018-02-07 11:00:00,0,53.345035,-6.267261,1.39,9999.0,0.38,-3.23,1.36,2.56,1023,93,5.1,250,75,803,1,2,6,02
1518004800,2018-02-07 12:00:00,0,53.345035,-6.267261,2.39,9999.0,0.29,-1.98,2.36,3.56,1023,86,5.1,240,75,803,1,2,6,02
1518008400,2018-02-07 13:00:00,0,53.345035,-6.267261,3.39,9999.0,0.27,-1.01,3.36,4.56,1022,80,5.7,250,75,803,1,2,6,02
1518012000,2018-02-07 14:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,0.25,4.36,4.56,1021,75,5.7,240,90,500,0,1,10,02
1518015600,2018-02-07 15:00:00,0,53.345035,-6.267261,4.39,9999.0,2.42,0.53,3.53,4.41,1021,87,5.1,230,90,300,3,7,9,02
1518015600,2018-02-07 15:00:00,0,53.345035,-6.267261,4.39,9999.0,2.42,0.53,3.53,4.41,1021,87,5.1,230,90,500,0,1,10,02
1518019200,2018-02-07 16:00:00,0,53.345035,-6.267261,3.39,9999.0,1.44,-0.73,3.36,3.56,1020,87,5.1,210,75,500,0,1,10,02
1518022800,2018-02-07 17:00:00,0,53.345035,-6.267261,3.39,9999.0,1.44,-0.47,3.36,3.56,1019,87,4.6,210,75,500,0,1,10,02
1518026400,2018-02-07 18:00:00,0,53.345035,-6.267261,3.39,9999.0,1.27,-0.73,3.36,4.56,1019,86,5.1,210,75,803,1,2,1,02
1518030000,2018-02-07 19:00:00,0,53.345035,-6.267261,4.39,9999.0,2.26,0.53,4.36,4.56,1018,86,5.1,210,75,500,0,1,0,02
1518033600,2018-02-07 20:00:00,0,53.345035,-6.267261,5.39,9999.0,2.22,1.51,5.36,5.56,1017,80,5.7,220,75,803,1,2,1,02
1518037200,2018-02-07 21:00:00,0,53.345035,-6.267261,5.39,9999.0,2.4,0.78,5.36,5.56,1016,81,7.7,220,75,803,1,2,1,02
1518040800,2018-02-07 22:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,0.44,5.36,5.56,1016,86,8.8,230,75,803,1,2,1,02
1518044400,2018-02-07 23:00:00,0,53.345035,-6.267261,6.39,9999.0,4.39,2.23,5.53,6.41,1015,87,7.2,220,75,300,3,7,7,02
1518048000,2018-02-08 00:00:00,0,53.345035,-6.267261,6.39,9999.0,4.22,2.4,6.36,6.56,1015,86,6.7,220,75,803,1,2,1,02
1518051600,2018-02-08 01:00:00,0,53.345035,-6.267261,6.39,9999.0,4.39,1.61,6.36,6.56,1014,87,9.3,230,75,300,3,7,7,02
1518055200,2018-02-08 02:00:00,0,53.345035,-6.267261,6.39,9999.0,5.34,2.23,6.36,6.56,1014,93,7.2,230,75,300,3,7,7,02
1518058800,2018-02-08 03:00:00,0,53.345035,-6.267261,7.39,9999.0,5.37,3.22,6.53,7.41,1013,87,8.2,230,75,310,3,9,7,02
1518062400,2018-02-08 04:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,3.68,7.36,7.56,1012,93,6.7,220,75,300,3,7,7,02
1518066000,2018-02-08 05:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,3.68,7.36,7.56,1012,93,6.7,230,75,310,3,9,7,02
1518069600,2018-02-08 06:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,4.04,7.36,7.56,1011,93,5.7,220,75,300,3,7,7,02
1518069600,2018-02-08 06:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,4.04,7.36,7.56,1011,93,5.7,220,75,500,0,1,0,02
1518073200,2018-02-08 07:00:00,0,53.345035,-6.267261,7.39,5000.0,7.39,4.04,7.36,7.56,1011,100,5.7,230,75,300,3,7,7,02
1518073200,2018-02-08 07:00:00,0,53.345035,-6.267261,7.39,5000.0,7.39,4.04,7.36,7.56,1011,100,5.7,230,75,500,0,1,0,02
1518076800,2018-02-08 08:00:00,0,53.345035,-6.267261,7.39,7000.0,7.39,3.86,7.36,7.56,1011,100,6.2,230,75,300,3,7,9,02
1518076800,2018-02-08 08:00:00,0,53.345035,-6.267261,7.39,7000.0,7.39,3.86,7.36,7.56,1011,100,6.2,230,75,500,0,1,10,02
1518080400,2018-02-08 09:00:00,0,53.345035,-6.267261,7.39,4000.0,7.39,4.04,7.36,8.56,1011,100,5.7,240,75,300,3,7,9,02
1518084000,2018-02-08 10:00:00,0,53.345035,-6.267261,8.39,4000.0,7.33,5.31,8.36,8.56,1011,93,5.7,250,75,300,3,7,9,02
1518087600,2018-02-08 11:00:00,0,53.345035,-6.267261,7.39,2800.0,7.39,4.28,7.36,8.56,1010,100,5.1,280,75,310,3,9,9,02
1518091200,2018-02-08 12:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,4.5,7.36,8.56,1010,93,4.6,270,75,310,3,9,9,02
1518094800,2018-02-08 13:00:00,0,53.345035,-6.267261,8.39,9999.0,6.36,5.98,8.36,8.56,1009,87,4.1,230,75,803,1,2,6,02
1518098400,2018-02-08 14:00:00,0,53.345035,-6.267261,8.39,9999.0,5.32,5.75,8.36,8.56,1008,81,4.6,230,75,803,1,2,6,02
1518102000,2018-02-08 15:00:00,0,53.345035,-6.267261,8.39,9999.0,4.41,5.13,8.36,8.56,1007,76,6.2,240,75,803,1,2,6,02
1518105600,2018-02-08 16:00:00,0,53.345035,-6.267261,8.39,9999.0,3.44,5.31,7.53,8.41,1006,71,5.7,250,75,803,1,2,6,02
1518109200,2018-02-08 17:00:00,0,53.345035,-6.267261,7.39,9999.0,3.44,4.5,6.53,7.41,1006,76,4.6,240,75,803,1,2,6,02
1518112800,2018-02-08 18:00:00,0,53.345035,-6.267261,6.39,9999.0,3.37,3.26,6.36,6.56,1005,81,4.6,240,75,803,1,2,1,02
1518116400,2018-02-08 19:00:00,0,53.345035,-6.267261,6.39,9999.0,3.37,3.51,5.53,6.41,1005,81,4.1,220,75,803,1,2,1,02
1518120000,2018-02-08 20:00:00,0,53.345035,-6.267261,5.39,9999.0,2.4,2.28,5.36,5.56,1004,81,4.1,220,75,803,1,2,1,02
1518123600,2018-02-08 21:00:00,0,53.345035,-6.267261,5.39,9999.0,2.4,1.51,5.36,5.56,1004,81,5.7,220,75,803,1,2,1,02
1518127200,2018-02-08 22:00:00,0,53.345035,-6.267261,5.39,9999.0,2.4,2.57,5.36,5.56,1003,81,3.6,210,75,500,0,1,0,02
1518130800,2018-02-08 23:00:00,0,53.345035,-6.267261,5.39,9999.0,2.4,2.57,5.36,5.56,1002,81,3.6,210,75,500,0,1,0,02
1518134400,2018-02-09 00:00:00,0,53.345035,-6.267261,3.39,9999.0,2.37,-3.02,3.36,3.56,1003,93,11.8,260,75,500,0,1,0,02
1518138000,2018-02-09 01:00:00,0,53.345035,-6.267261,2.39,9999.0,0.45,-3.65,2.36,2.56,1004,87,9.3,280,75,500,0,1,0,02
1518141600,2018-02-09 02:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-5.28,1.36,1.56,1004,86,10.3,280,75,803,1,2,1,02
1518145200,2018-02-09 03:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-5.57,1.36,1.56,1004,86,11.3,280,75,803,1,2,1,02
1518148800,2018-02-09 04:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-5.13,1.36,1.56,1006,86,9.8,280,75,600,4,23,11,02
1518152400,2018-02-09 05:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-5.89,0.36,0.56,1007,92,8.2,280,75,803,1,2,1,02
1518156000,2018-02-09 06:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-5.89,0.36,0.56,1009,92,8.2,270,40,802,1,3,2,02
1518159600,2018-02-09 07:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-5.28,0.36,0.56,1010,86,6.7,270,20,801,1,4,3,02
1518163200,2018-02-09 08:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-5.7,0.36,0.56,1011,86,7.7,270,20,801,1,4,4,02
1518166800,2018-02-09 09:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-6.11,0.36,0.56,1012,86,8.8,270,20,801,1,4,4,02
1518170400,2018-02-09 10:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.59,1.36,1.56,1013,86,8.2,270,20,801,1,4,4,02
1518174000,2018-02-09 11:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-2.92,2.36,2.56,1014,80,7.2,270,20,801,1,4,4,02
1518177600,2018-02-09 12:00:00,0,53.345035,-6.267261,3.39,9999.0,1.27,-1.99,3.36,3.56,1015,86,8.2,280,20,801,1,4,4,02
1518181200,2018-02-09 13:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,-0.68,4.36,4.56,1015,75,8.2,280,20,801,1,4,4,02
1518184800,2018-02-09 14:00:00,0,53.345035,-6.267261,5.39,9999.0,0.37,0.94,5.36,5.56,1015,70,7.2,280,20,801,1,4,4,02
1518188400,2018-02-09 15:00:00,0,53.345035,-6.267261,5.39,9999.0,0.37,1.12,5.36,5.56,1016,70,6.7,270,40,802,1,3,5,02
1518192000,2018-02-09 16:00:00,0,53.345035,-6.267261,5.39,9999.0,-0.58,1.51,4.53,5.41,1016,65,5.7,270,40,802,1,3,5,02
1518195600,2018-02-09 17:00:00,0,53.345035,-6.267261,3.39,9999.0,-1.37,-0.73,2.53,3.41,1016,70,5.1,260,20,801,1,4,4,02
1518199200,2018-02-09 18:00:00,0,53.345035,-6.267261,3.39,9999.0,-0.54,-0.18,2.53,3.41,1017,75,4.1,250,20,801,1,4,3,02
1518202800,2018-02-09 19:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-1.08,2.36,2.56,1016,80,3.6,230,20,801,1,4,3,02
1518206400,2018-02-09 20:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-1.08,2.36,2.56,1016,80,3.6,200,20,801,1,4,3,02
1518210000,2018-02-09 21:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-1.71,2.36,2.56,1015,80,4.6,200,40,802,1,3,2,02
1518213600,2018-02-09 22:00:00,0,53.345035,-6.267261,2.39,9999.0,0.29,-1.98,2.36,3.56,1015,86,5.1,210,40,802,1,3,2,02
1518217200,2018-02-09 23:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,-0.16,4.36,4.56,1014,75,6.7,230,75,803,1,2,1,02
1518220800,2018-02-10 00:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,-0.34,4.36,4.56,1013,75,7.2,210,75,803,1,2,1,02
1518224400,2018-02-10 01:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,-0.16,4.36,4.56,1012,75,6.7,210,75,500,0,1,0,02
1518228000,2018-02-10 02:00:00,0,53.345035,-6.267261,4.39,9999.0,2.42,-0.34,4.36,4.56,1010,87,7.2,210,75,500,0,1,0,02
1518231600,2018-02-10 03:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,0.16,5.36,5.56,1008,86,9.8,200,75,500,0,1,0,02
1518235200,2018-02-10 04:00:00,0,53.345035,-6.267261,6.39,9999.0,4.22,1.92,6.36,6.56,1006,86,8.2,200,75,501,0,0,0,02
1518238800,2018-02-10 05:00:00,0,53.345035,-6.267261,7.39,9999.0,6.33,2.8,7.36,8.56,1004,93,9.8,210,75,500,0,1,0,02
1518242400,2018-02-10 06:00:00,0,53.345035,-6.267261,8.39,9999.0,6.36,4.52,8.36,8.56,1003,87,8.2,210,75,500,0,1,0,02
1518246000,2018-02-10 07:00:00,0,53.345035,-6.267261,8.39,9999.0,7.33,3.9,8.36,8.56,1002,93,10.8,230,75,500,0,1,0,02
1518249600,2018-02-10 08:00:00,0,53.345035,-6.267261,8.39,8000.0,8.39,4.24,8.36,9.56,1002,100,9.3,240,75,310,3,9,9,02
1518253200,2018-02-10 09:00:00,0,53.345035,-6.267261,9.39,9999.0,8.32,5.56,9.36,9.56,1002,93,9.3,240,75,310,3,9,9,02
1518256800,2018-02-10 10:00:00,0,53.345035,-6.267261,9.39,9999.0,9.39,5.56,9.36,9.56,1002,100,9.3,250,75,310,3,9,9,02
1518260400,2018-02-10 11:00:00,0,53.345035,-6.267261,10.39,9999.0,7.45,9.63,10.36,10.56,1002,82,9.3,270,40,802,1,3,5,02
1518264000,2018-02-10 12:00:00,0,53.345035,-6.267261,10.39,9999.0,6.35,9.47,9.53,10.41,1002,76,10.8,270,40,802,1,3,5,02
1518267600,2018-02-10 13:00:00,0,53.345035,-6.267261,10.39,9999.0,5.37,9.34,10.36,10.56,1001,71,9.8,260,40,802,1,3,5,02
1518271200,2018-02-10 14:00:00,0,53.345035,-6.267261,10.39,9999.0,6.35,9.47,9.53,10.41,1001,76,9.8,260,40,802,1,3,5,02
1518274800,2018-02-10 15:00:00,0,53.345035,-6.267261,10.39,9999.0,5.37,9.34,9.53,10.41,999,71,6.2,240,75,803,1,2,6,02
1518278400,2018-02-10 16:00:00,0,53.345035,-6.267261,10.39,9999.0,6.35,9.47,9.53,10.41,997,76,5.1,200,75,500,0,1,10,02
1518282000,2018-02-10 17:00:00,0,53.345035,-6.267261,10.39,9999.0,5.37,9.34,9.53,10.41,995,71,6.7,190,75,500,0,1,10,02
1518285600,2018-02-10 18:00:00,0,53.345035,-6.267261,9.39,9999.0,7.34,5.56,9.36,10.56,992,87,9.3,210,75,500,0,1,0,02
1518289200,2018-02-10 19:00:00,0,53.345035,-6.267261,10.39,9999.0,8.32,9.76,10.36,10.56,990,87,12.4,220,75,500,0,1,0,02
1518292800,2018-02-10 20:00:00,0,53.345035,-6.267261,8.39,9999.0,5.32,2.82,8.36,8.56,991,81,17.0,260,75,500,0,1,0,02
1518296400,2018-02-10 21:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,-0.68,5.36,5.56,994,86,13.4,280,75,500,0,1,0,02
1518300000,2018-02-10 22:00:00,0,53.345035,-6.267261,5.39,9999.0,3.24,-0.1,5.36,5.56,995,86,10.8,280,75,500,0,1,0,02
1518303600,2018-02-10 23:00:00,0,53.345035,-6.267261,5.39,9999.0,2.4,-0.22,4.53,5.41,997,81,11.3,290,75,500,0,1,0,02
1518307200,2018-02-11 00:00:00,0,53.345035,-6.267261,3.39,9999.0,1.27,-2.63,3.36,3.56,998,86,10.3,290,75,500,0,1,0,02
1518310800,2018-02-11 01:00:00,0,53.345035,-6.267261,3.39,9999.0,1.27,-2.76,3.36,3.56,999,86,10.8,270,75,803,1,2,1,02
1518314400,2018-02-11 02:00:00,0,53.345035,-6.267261,2.39,9999.0,0.29,-3.95,2.36,2.56,1000,86,10.3,280,40,802,1,3,2,02
1518318000,2018-02-11 03:00:00,0,53.345035,-6.267261,2.39,9999.0,0.45,-3.49,1.53,2.41,1000,87,8.8,270,40,802,1,3,2,02
1518321600,2018-02-11 04:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.8,1.36,1.56,1000,86,8.8,270,40,802,1,3,2,02
1518325200,2018-02-11 05:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.59,1.36,1.56,1001,86,8.2,260,75,803,1,2,1,02
1518328800,2018-02-11 06:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.8,1.36,1.56,1001,86,8.8,260,40,802,1,3,2,02
1518332400,2018-02-11 07:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.8,1.36,1.56,1002,86,8.8,260,75,612,4,13,11,02
1518336000,2018-02-11 08:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.8,1.36,1.56,1003,86,8.8,260,75,803,1,2,6,02
1518339600,2018-02-11 09:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-5.13,0.53,1.41,1004,86,9.8,260,40,620,4,10,15,02
1518343200,2018-02-11 10:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-5.13,1.36,1.56,1004,86,9.8,260,40,802,1,3,5,02
1518346800,2018-02-11 11:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-4.23,2.36,2.56,1005,80,11.3,260,40,802,1,3,5,02
1518350400,2018-02-11 12:00:00,0,53.345035,-6.267261,3.39,9999.0,-1.37,-3.02,2.53,3.41,1005,70,11.8,280,40,802,1,3,5,02
1518354000,2018-02-11 13:00:00,0,53.345035,-6.267261,3.39,9999.0,-0.7,-2.63,3.36,3.56,1006,74,10.3,280,40,802,1,3,5,02
1518357600,2018-02-11 14:00:00,0,53.345035,-6.267261,3.39,9999.0,-0.54,-2.76,2.53,3.41,1007,75,10.8,300,40,802,1,3,5,02
1518361200,2018-02-11 15:00:00,0,53.345035,-6.267261,3.39,9999.0,-1.55,-2.76,3.36,3.56,1008,69,10.8,280,75,803,1,2,6,02
1518364800,2018-02-11 16:00:00,0,53.345035,-6.267261,1.39,9999.0,-1.48,-4.97,1.36,1.56,1009,80,9.3,280,40,802,1,3,5,02
1518368400,2018-02-11 17:00:00,0,53.345035,-6.267261,1.39,6000.0,-0.61,-5.13,1.36,1.56,1009,86,9.8,280,75,612,4,13,15,02
1518372000,2018-02-11 18:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-5.5,0.36,1.56,1010,92,7.2,260,40,612,4,13,11,02
1518375600,2018-02-11 19:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.0,1.36,1.56,1011,86,6.7,260,75,612,4,13,11,02
1518379200,2018-02-11 20:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-5.28,0.36,0.56,1011,86,6.7,260,20,801,1,4,3,02
1518382800,2018-02-11 21:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-6.29,0.36,0.56,1012,86,9.3,260,40,802,1,3,2,02
1518386400,2018-02-11 22:00:00,0,53.345035,-6.267261,-0.61,9999.0,-1.61,-6.79,-0.64,-0.44,1012,92,7.2,260,20,801,1,4,3,02
1518390000,2018-02-11 23:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-5.89,0.36,0.56,1012,86,8.2,260,20,801,1,4,3,02
1518393600,2018-02-12 00:00:00,0,53.345035,-6.267261,0.0,9999.0,-1.41,-6.21,-0.47,0.41,1012,89,7.7,260,20,801,1,4,3,02
1518397200,2018-02-12 01:00:00,0,53.345035,-6.267261,-0.54,9999.0,-1.54,-7.33,-0.64,0.64,1012,92,8.8,250,20,801,1,4,3,02
1518400800,2018-02-12 02:00:00,0,53.345035,-6.267261,-0.54,9999.0,-1.54,-6.7,-0.64,0.34,1013,92,7.2,250,20,801,1,4,3,02
1518404400,2018-02-12 03:00:00,0,53.345035,-6.267261,-0.08,9999.0,-1.49,-5.88,-0.64,0.56,1013,89,6.7,240,20,801,1,4,3,02
1518408000,2018-02-12 04:00:00,0,53.345035,-6.267261,-0.61,9999.0,-1.61,-6.56,-0.64,0.56,1012,92,6.7,240,20,801,1,4,3,02
1518411600,2018-02-12 05:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-4.81,0.36,0.56,1012,86,5.7,230,20,801,1,4,3,02
1518415200,2018-02-12 06:00:00,0,53.345035,-6.267261,0.39,9999.0,-1.48,-5.05,0.36,0.56,1012,86,6.2,230,20,801,1,4,3,02
1518418800,2018-02-12 07:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-5.7,0.36,0.56,1012,92,7.7,230,20,801,1,4,3,02
1518422400,2018-02-12 08:00:00,0,53.345035,-6.267261,0.39,9999.0,-0.67,-5.28,0.36,1.56,1012,92,6.7,230,20,801,1,4,4,02
1518426000,2018-02-12 09:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.59,1.36,1.56,1012,86,8.2,230,75,803,1,2,6,02
1518429600,2018-02-12 10:00:00,0,53.345035,-6.267261,1.39,9999.0,-0.61,-4.0,1.36,1.56,1011,86,6.7,230,75,803,1,2,6,02
1518433200,2018-02-12 11:00:00,0,53.345035,-6.267261,2.39,9999.0,-0.62,-2.28,2.36,3.56,1011,80,5.7,220,75,803,1,2,6,02
1518436800,2018-02-12 12:00:00,0,53.345035,-6.267261,4.39,9999.0,0.35,-0.52,4.36,4.56,1010,75,7.7,230,40,802,1,3,5,02
1518440400,2018-02-12 13:00:00,0,53.345035,-6.267261,5.39,9999.0,-0.58,0.44,5.36,5.56,1009,65,8.8,230,20,801,1,4,4,02
1518444000,2018-02-12 14:00:00,0,53.345035,-6.267261,6.39,9999.0,0.3,1.36,5.53,6.41,1007,65,10.3,230,20,801,1,4,4,02
1518447600,2018-02-12 15:00:00,0,53.345035,-6.267261,6.39,9999.0,-0.51,1.48,5.53,6.41,1006,61,9.8,220,20,801,1,4,4,02
